review_text,review_rating
tempat belanja terlengkap mulai dr alat tulis smpai peralatan rmh tangga lengkap dgn harga terjangkau.. ğŸ‘ğŸ‘ yg cari mobil Jeep jgn lupa hubungi Yani Jeep Makassar ğŸ˜ğŸ™,5
Tempat terlengkap untuk mencari perlengkapan ATK di kota Makassar,5
semoga Allah melimpahkan rahmat kepada karyawan dan pembelinya,5
tempat alat tulis kantor dll yg lengkap banget sihhğŸ‘ğŸ»ğŸ‘ğŸ»ğŸ‘ğŸ»,5
"Pusat perbelanjaan yg lengkap untuk kebutuhan alat tulis,buku dan keperluan sekolah dan kantor.
Terletak di ldepan Makassar Mall yg strategis dan padat pengunjung setiap hari.",4
Banyak beragam alat tulis kantor dan kebutuhan lainnya seperti peralatan sekolah dll. Banyak pengunjungnya apalagi weekend.,4
"Toko alat tulis yg lengkap. Barang2 yg kualitas seadanya hingga yg bagus ada, tinggal pilih. Hampir selalu ramai. Tempat parkir luas bahkan bisa ikut parkir di cafe sebelahnya.",4
"Toko ATK, aneka plastik, mainan, bingkai semua ada disini",5
"Nyari ATK yang boleh dikatakan #lengkap ya di Toko New Agung

Ga ada yg ngalahin",3
"Toko agung yang berada di jl. Ratulangi ini sangat baik untuk memmenuhi semua kebutuhan sekolah dan alat tulis kantor, selain itu toko agung juga tepat berhadapan dengan mall ratu indah kota makassar. Silahkan berkunjung",5
"Sangat bagus, lengkap segala keperluan usaha ada. Saya kebetulan mencari styrofoam lembaran.",4
Toko ATK Paling Lengkap & Paling Recomended ğŸ‘,5
Perlengkapannya sampe saat yg di butuhkan selalu ada...,5
"Toko yang menjual lengkap alat tulis, mulai dari pulpen, map, lem, sampai tinta printer dan berbagai macam kertas, ada juga mainan dan peralatan dapur umum dan bingkai foto",5
Toko alat tulis dan kantor terlengkap di Makassar. Bahkan perlengkapan rumah tangga juga ada. Dekat atau di depan Mal Ratu Indah,5
"Tempat mencari ATK yg lenkap di kota Makassar,",5
"Tokonya makin lengkap, rekomendasi yang cocok untuk seller online. Cuman mesti siap siap sama harga barangnya, soalnya naiknya suka tiba-tiba. Buat yang suka beli barang yang sama secara rutin pasti berasa banget, baru minggu lalu harganya segini eh tiba tiba naik lagi ğŸ˜‚",3
Tempat beli ATK yang lengkap di Kota Makassar yang berada dipusat kota dengan harga grosir dan lokasi yang strategis sehingga mudah dijangkau dari berbagai kendaraan umum. Menyediakan pembelajaan dengan harga grosir bagi pengambilan yang banyak,4
"Tempat terlengkap untuk membeli ATK dan beberapa peralatan pesta ultah, dan perlengkapan acara",5
"Toko perlengkapan ATK terlengkap, jual mainan, souvenir, dll",5
"Tempat stationary terlengkap di Makassar, harganya murah. Tapi antriannya panjang sekali, di dalam berdesak2an juga. Yg g suka keramaian apalagi bawa anak agak penuh perjuangan kalau ke sini.",3
"Toko new agung ini toko alat tulis terbesar dimakassar.. setau saya...
Tpi, spertinya ngk lengkap juga sih.. contohnya sperti tadi pagi saya ke sana mncari plastik makanan.. tpi, ngk ready semua plastik...
Mau nanya di mbknya.. tpi, mbaknya malah mnjauh-_-
Beda dengan mbkÂ²/ibuÂ² yg ada didekat kasir... Malah mereka yg menawarkan.. ( cari apakii bu'? Mngkin bisa dibntu )

Lah? Kalau mbkÂ² yg diblakang bagian plastik mah bodo amat.. lihat ada customer.. bukannya mndekat malah mnjauh...
Pdahal disitu kondisinya sepi skali.. pengunjung baru beberapa.. soalnya saya dtgnya jam 6 pagi",3
"Lengkap! Sejak dulu selalu lengkap apalagi skrang. Sayangnya waktu salah beli barang mau tukar terus dibalikin uang, karyawan yg di bagian pengembalian pasang muka angker & melayani sambil marah2 berasa pengen ton7ok mukanya. Makanya sy kasi 3 star aj. Pegawai lain semua ramah. Cuma dia aja yg gitu. Heran? Apa memang disuruh gitu kali ya utk org2 yg retur jadi lain kali kita lebih hati2 biar ga berurusan ama dia? Atau dia ownernya ya? Masak sih? Gak lah. Dari zaman tahun 80an up, Agung udah ada pelayanannya selalu baik.",3
"Tempat jual ATK yg lengkap, ada juga peralatan sekolah dari kaos kaki, seragam hingga topi. Peralatan pesta Ultah dari lilin, topi sampai hiasan dekorasi.",4
"Lengkap. Dari dulu belanja ATK disini.. cmn ada harga yg naik yah utk kantong plastik laundry yg pke ziplock.. semoga harganya nanti turun ğŸ˜† :"")",5
"Alat tulis lengkap dan beranekaragam pilihan, harga juga bervariasi",5
"Barang yang dijual bukan hanya alat tulis.. Souvenir, dll juga ada",4
"Besar, lengkap, murah, dan panas",5
Tempat yang keren dan bagus untuk pembelian ATK.. dijamin termurah deh,5
"Menjual berbagai perabot rumah tangga dan terlengkap dimakassar tapi ampuuun kenapa tambah mahal di agung ğŸ˜­ğŸ˜­
Perasaan dulu paling murah disini tapi kalo di cek toko lain lebih murah ditoko lain, hanya itunya lagi disini lengkap sih",5
"Lengkap...
Murah...
Cuman agak panas ğŸ˜",5
pusat alat tulis kantor terlengkap dan murah,5
Karna tempat ini menyediakan segala macam kebutuhan Rumah tangga dan segala macam alat tulis menulis dengan harga yg relatif murah...,5
"Admin wa bisnis responnya kurang bagus dan kurang ramah, wa juga lama di balas dan kadang cuman di read",1
"toko atk serba ada...semua yg di butuh kan mulai dari tk,SD,SMP,sma kuliah bahkan sampe untuk perkantoran semua ada...",5
Bagus sangat lengkap untuk peralatan kantor dan sekolah,4
Toko yang lengkap kalo mau cari ATK di kota Makassar,4
Peralatan lengkap,5
Toko paling lengkap jika ingin mencari peralatan sekolah/ kuliah.,4
"Dari dulu menjadi tempat terpanas buat belanja atk, klo bukan karena paksaan pacar gak bakal kesitu, untuk harga dan kelengkapan barang boleh lah",2
Toko peralatan tulis yg sangat lengkap,5
"Ada beberapa barang yang murah dan mahal,, barangnya lengkap ğŸ‘ğŸ»ğŸ‘ğŸ»",3
Toko alat tulis lengkap dan murah di makassar,5
Alat tulis dan terlengkap di sulsel.. Barang murah,5
"Pusat ATK terlengkap di Makassar, namun tidak hanya ATK, banyak juga perlengkapan lain di sini. Jadi untuk sobat yang mau cari kebutuhan kantor, sekolah, langsung saja datang ke sini. Harga lumayan bersaing, banyak pilihan, bisa beli grosir maupun eceran. Tempat parkir luas & aman. Buka dari jam 6.00 pagi - 21.00 jadi yang mau belanja sebelum pergi ke kantor / sekolah bisa mampir di tempat ini.",5
"Lengkap buat yang cari stasionary.
Cuma waktu kesana itu cari yang tali masker yang bisa di-adjust, gak ketemu. Adanya cuma yang karet. Tapi klo ATK, lengkap kok. Harga juga terjangkau.",5
Barang nya lengkap,5
"Lengkap tp untuk tokonya pengap, panas, mngkin bagusnya pakai ac biar kt lbh nyaman berbelanja",3
"Tempat alat tulis terlengkap kayaknya di Makassar, dan bukan cuman alat tulis, masih banyak. Datang aja dulu. Tempatnya selalu ramai.",4
"Menjual Perlengkapan alat tulis dan lain, dengan harga bersaing",5
Toko Alat Tulis Kantor dan Kebutuhan Rumah Tangga paling lengkap sekota Makassar,5
"Jika lewat di depan Toko New Agung jangan lupa mampir yukk, di sini menjual loh dengan berbagai macam keperluan baik itu keperluan Sekolah dll termasuk salah satunya adalah buku. Di sini kita bisa memilah buku dengan berbagai macam kulitas baik dari segi merek, motif  dll, selain kualitas yang baik harganya juga terjangkau lho.",5
"Yang nyari bingkai foto ke Agung saja, disana Tersedia berbagai ukuran dan model bingkai.",5
toko ATK yang lumayan lengkap banyak pilihan. pegawainya cukup ramah untuk menunjukkan letak2 item yang dicari pengunjung,5
"Toko ini sangat lengkap menjual perlengkapan kantor dan alat sekolah serta pernak pernik lainnya. Kurangnya adalah belum menerapkan protokol kesehatan, pengunjung berdesakan (pengunjung tidak dibatasi) dan tidak ada pemeriksaan suhu tubuh di pintu masuk..",3
"Toko ATK terlengkap dan murah di makassar, saya tokonya tidak di lengkapi dengan AC sehingga berbelanja di sini sedikit tidak nyaman dan sesak",4
"Toko ATK lengkap di Makassar, tapi kebanyakan karyawannya gimana ya ğŸ™Š",5
ğŸ‘ğŸ‘ ğŸ‘ğŸ‘,5
"Tidak pernah tidak ramai, jam berapapun itu, tentu saja ketersediaan barang dengan berbagai tingkatan kwalitas menjadi alasan utama.",5
"Perfecto and complete. Tapi banyak barang yg gak tertera harganya...mungkin krn udah kebanyakan barang, jd hal2 spt ini diabaikan. Barang juga banyak yang berantakan terutama di rak buku diary...sangat amburadul.",4
Tidak ada no wa,1
"Tempat berbagai kebutuhan ATK, craft, dan barang kebutuhan pesta dan lain-lain. Harganya relatif murah hanya saja tempatnya selalu ramai. Susah untuk menjaga jarak di tempat ini apalagi ketika akhir pekan. Di sini kita bisa membeli ATK dalam bentuk grosir juga.

It's a one stop shop for stationary, craft tools and other party equipments. The price is relatively cheap but this place is always crowded. It's hard to maintain the distance here and of course because there are too many people, we can feel quiet hot in this shop. We can buy stationary in a bulk here.",5
Tempat belanja kebutuhan alat tulis yg lengkap ğŸ‘ğŸ¼,5
"Tidak sempat foto karna ramai sekali pengunjung, tiap butuh alat alat tulis pasti langsung ke Toko Agung, murah sekali juga, dan bukan cuman alat tulis saja dia jual, ada juga mainan anak kecil.",5
barang yang di jual masih tergolong low class harganya juga masih mahal,1
"Entah kenapa yah, belanja disini, seramai apapun, seantri apapun tetap saja bawaannya saya tenang dan suka.. karena saya menilai pemiliknya baik karena banyak kasir yang beliau sediakan, pegawainya juga bersebaran dimana2.. hehehe bebas mau bertanya dilorong manapun  padahal tempatnya tidak besar2 amat.. dan saya sangat menghargai itu,  dan sampai hari ini masih belanja di agung dong. Dan yang paling berkesan ditempat ini, entahlah kalo orang lain, tapi saya disini dibolehkan menggunakan jaket, ditempat lain kebanyakan tidak boleh, o iya parkirannya juga luas ... top deh buat Agung",5
"ATK,, dll paling lengkap di kota makassar,,, dgn harga murah,,,",5
"Toko perlengkapan sekolah, dapur dan kebutuhan sehari hari. Tokonya ngga pernah sepi pengunjung karena barangnya lengkap dan harganya murah meriah serta kualitasnya bagus.
Tempatnya berseberangan dengan mall ratu langit.
Jangan lupa kunjungi youtube channel aku ya 'will halminah'",5
"Toko alat tulis kantor yang lengkap.
Tapi parkiran ga pake karcis resmi",4
"Toko ATK di Makassar yang cukup lengkap, pelayan banyak, kasir banyak hanya antrian kadang panjang apalagi memasuki awal masuk sekolah",5
Bagi yg ingin buat Kolam Renang dengan sistem sirkulasi hubungi kami CV Samepool Indoteknik telp: 081331311365,5
"Baru-baru ini hp saya sempat tercecer di toko Agung. Saya lupa dimana tepatnya hp saya tersebut hilang dari pantauan saya. Alhamdulillah karyawan Agung kooperatif dalam mengarahkan untuk segera ke bagian informasi. Mulai dari kasir, tukang parkir dan bagian informasi, semuanya sangat membantu sehingga hp saya kembali. Alhamdulillah biidznillah.
Jangan sungkan untuk bertanya ke bagian informasi jika ada barang Anda yang hilang. Selama barang tersebut ditemukan oleh karyawan atau orang yang jujur, insyaallah akan kembali kepada Anda.
Kali ini saya beri bintang 5 atas kerjasamanya",5
"Peralatan ATK lengkap sampai yang detailnya ada semua, peralatan ultah juga ada dri undangan sampai balon kecuali kue ultah tentu tidak ada, nasi kota dan nasi dos, tp dosnya saja semua lengkap ada disni jual grosir dan eceran juga katanya, suka deh belanja disini meski jauh dari rumah",5
"Toko serba ada mulai dr ATK dan peralatan RT  sangat lengkap, dilahan parkir sekarang dilengkapi kafe dilantai atas tp sayang walaupun area nya sdh luas ttp aja penuh sesak oleh pengunjung yg banyak, jd dgn kondisi pandemi seperti saat ini sangat riskan sekali...",4
"Mau belanja kelengkapan ATK kantor dan anak sekolah
Untuk keperluan pribadi juga bisnis anda
Agung tempat yang tepat dan lengkap",4
"Pusat perbelanjaan ATK dll, yg sangat lengkap, murah dan pelayanan yang baik",5
"Mantapp sihh lumayan terlengkap, dan kang parkir nya mantap, and closing jan lupa tingkat kan keramahan pegawe nya",4
"Paling lengkap dan sangat lengkap.

Setiap orang bertanya dimana belanja terlengkap pasti arahnya kesini.

Semakin besar semakin banyak fasilitas nya. Ditambah lagi ada cafe agung.

Parkirnya lebih di tingkatkan lagi, kasihan pengguna jalan yg lain jadi terhambat.

Sesuai dengan namanya, semoga menjadi agung dalam keagungan. Bagi bangsa dan negara.

Salam sejahtera dan sehat selalu",5
T4 belanja kebutuhan sekolah jg mmyediakan perlengkapan makan dan aneka souvenir,5
"Semua kebutuhan hampir ada disini.. pelayanan juga ramah.Mulai dari kebutuhan ATK, kebutuhan anak sekolah dari PAUD sampai jenjang universitas. Peralatan dan kebutuhan rumah tangga juga ada..segala asesoris, mainan anak-anak. Harganya pun sangat terjangkau. Aneka kebutuhan kelengkapan  warung atau warkop seperti gelas/cup, DOS nasi, sedotan dan lainnya juga ada.",5
Rame uey. Banyak kebutuhan tersedia disini kayak alat tulis kanto sekolah juga ada peralatan rumah tangga juga didalam. Serba ada sih tapi nggak tau yang lain sih butuh nya apa siapa tau gak ada,5
"Pusat perbelanjaan ygenyedia hampir semua kebutuhan alat tulis dan kebutuhan rumah tangga anda...  Lokasi yg sangat mudah dijangkau dan memiliki tempat parkir khusus untuk mobil dan motor... Terdapat tempat penitipan barang juga... Tersedia pula layanan packing bagi pembeli. Dalam jumlah besar... Juga terdapat ATM disekitar toko... Cuma situasi kalau hari biasa sangat padat, namun masih bisa lah untuk kita berbelanja..,",5
"Nice place ğŸ‘
Hampir semua jenis barang ada disini",5
"Menyediakan segala macam keperluan kantor dan rumah tangga, lengkap",5
"Ini tempat alat tulis terlengkap di Makassar. Disini juga menjual packaging plastik, wadah plastik, tisu dll. Selalu rame, apalagi kalo setelah libur anak sekolah. Harganya juga lumayan terjangkau.",5
Apa pun yang kamu cari ada disini hahaha the best,5
Barang-barangnya lengkap dan komplit,5
Keperluan ATK / buat kalian yang lagi mencari alat dan bahan untuk kepeluar sekolah / kuliah / kantor dll... segera nke toko ini,4
"Tempat terbaik untuk mencari kebutuhan alat tulis kantor. Pelayanan cepat, jam buka toko dari pukul 6 pagi.",5
"Semua brangnya lengkap, mulai dari peralatan sekolah, perlengkapan rumah, jualan, dan masih banyak lagi.",5
"Bukan Kopi Biasa, Kopi Terapy kesehatan Luar dan dalam Bahkan penyakit Kronis.InsyaaAlloh karena Barokahnya",5
"Toko yg lengkap menyediakan segala kebutuhan rumah tangga, sekolah, kantor, bahkan utk bahan usaha. Sekarang parkiran mobilnya luas dan rapi dengan sistem elektronik, lebih aman dan nyaman bebas tukang parkir liar. Mungkin kedepannya, utk penataan ruang didalam bisa diatur agar pengunjung tdk berdesakan dan berhimpitian. Pengunjung bisa leluasa memilih barangnya tanpa kawatir bertubrukan dgn pengunjung lainnya.",5
"Dari dulu sampai sekarang pasti selalu rame...
Mmg sllu jadi toko terlengkap dimksr",5
"ini toko alat kantor dan ATK terlengkap di Makassar. jadi kalau kesini takkalami borong memang mi apa kebutuhan kantor ta, semua yang saya cari sudah dapat disini.",5
"Kalau mau beli ATK, tempat ini sangat lengkap. Cuman mungkin bisa di tambah luasnya biar pembeli nyaman dan keamanan pun perlu d tingkatkan, karena pada saat pengunjung berdesak-desakan rawan terjadi pencurian",5
Sekarang SDH sangat padat dan rame. Parkirpun agak sulit. Jadi klo barang yg penting sekali br cr d sni,5
"Belanja ATK dengan harga ramah di kantong, yah di sini tempatnya. Ngga hanya jual satuan, mereka juga jual barang dengan harga grosir. Bukan hanya ATK, aneka bahan untuk membuat hiasan ultah, bungkus kado, membuat bros, sampai bahan membuat bunga juga ada. Yang suka jahit, di sini juga tersedia benang. Pokoknya beraneka ragam pilihan. Berjalan keluar, pada area parkir ada juga penjual jajanan seperti manisan dan kue. Tapi hati-hati saat keluar jika membawa kendaraan pribadi. Lokasi rawan macet jadi kadang ada pejalan kaki bahkan kendaraan yang menyalip tanpa sadar.",5
Rekomendasi tempat untuk beli barang atk borongan,5
"Tempat belanja alat tulis terlengkap, saking lengkapnya selain alat tulis dan atk juga ada. Harga murah.",5
Koleksi untuk alat tulis sekolah dan kantor lumayan lengkap. Pengunjung toko sangat padat dan berdesak2an padahal lagi suasana Pandemi Covid 19. Tidak ada penerapan Protokol Kesehatan untuk Social Distancing.,4
"Kebutuhan ATK semua ada...cuma pengunjung sangat banyak dan sangat panas... karyawan kebanyakan mojok ngobrol kurang melayani....mungkin mereka jenuh,panas dan lapar....",4
Tempat belanja alat tulis menulis yang lengkap dan ada juga kebutuhan rumah tangga. Pakailah masker jika masuk banyak orang yang belanja dan padat sebaiknya pagi2 kalau belanja agak sepi. Toilet ada tempat parkir luas,5
"Toko ATK terlengkap di kota makassar sejak dulu, harga terjangkau, pelayanan baik, lokasi toko strategis mudah dijangkau",5
"Pusat perbelanjaan atk terlengkap di makassar, tersedia juga perlengkapan pesta ulang tahun, kantong plastik. Tempat sangat strategis",4
Gak ada pegawai yg susbon,1
Lumayan lengkap dengan harga terjangkau,5
Tempat belanja ATK yg paling murah di makassar. Cuma kadang pengunjungnya padat dan berdesakan saat libur skolah...,5
"Alhamdulillah barang-barang nya lumayan lengkap,  segala macam atk, beberapa alat jahit, perlengkapan pesta, beberapa perlengkapan rumah tangga, segala macam kemasan makanan dan minuman (ada yg dari plastik, adadari sterofom dan ada yg dari kertas) dengan segala macam ukuran.
Tapi ada beberapa barang yang tidak ada kemasan kecil.",4
"Bagus. Tokonya jual menjual beberapa barang, bukan cuma alat tulis doang. Yah toko yang tergolong lengkaplah",5
"Pusat grosir dan juga ecer berbagai macam kebutuhan kantor,sekolah,ulangtahun dll.",5
"Bagi yang butuh keperluan sekolah alat tulis menulis, ada banyak lengkap tersedia disini, bahkan peralatan kantor pun tersedia lengkap atau peralatan rumah tangga pun ada tersedia disini... Kalo menurut saya di sini yang tetlangkap... Recomended....",5
Bagus sekali toko ini karna lengkap untuk ATK...,4
"Rajanya segala macam ATK mulai dari A sampai Z semuanya ada lengkap komplit, Toko nya besar dan lapang walau sering agak berdesakan didalam kalau lagi rame, tempat parkir luas walau kadang sampai parkir depan jalan yang alhasil bikin macet jalanan",5
"Pelayanan kurang baik, pegawai kadang kasar terhadap pelanggan",3
Pengunjung sangat ramai disetiap waktu... Bebas banyak pilihan aneka produk atk & rt...,5
"Lengkap, pelayanan bak, cuma saja parkirnya mohon di perbaiki lagi, di tingkatkan",5
Toko Atk terlengkap dgn pelayanan ygsangat bagusğŸ˜,5
"Alat ATK dan kebutuhan alat dapur sangat lengkap harga sdh pling murah kalah dengan toko2 yg ada dikota Makassar,pelayanan memuaskan,",4
"Bintang 5 untuk kelengkapannya. Tidak hanya ATK, segala macam plastik jg ada, alat dan bahan menjahit, kaos kaki, perlengkapan ultah dll.. smua lengkap dg harga di bawah toko sejenis.

Bintang 3 untuk crowdednya.. parah.
Pegawainya banyak..pelayanannya ada yg baik, perhatian, tp sering juga dpt pelayanan yg jutek dan cuek. Kalau bayar pakai non tunai, geseknya di satu t4 dekat pintu masuk. Jd klo mau bayar pakai non tunai, mending ke kasir yg dekat pintu masuk biar gak bolak balikx kejauhan.",4
"Tempat belanja perlengkapan alat tulis sekolah, kantor dll.  Dari jaman saya SD dan sampai sekarang saya sudah lulus kuliah masih tetap jadi tujuan belanja di sana karena barangnya lengkap dan juga murah. Karyawannya ramah dan murah senyum.",5
"Tokonya luas, pilihan barangnya banyak. Cuma seringkali tabrakan atau senggolan sama orang lain krn terlalu bnyak orang. Lahan parkirnya sempit jadinya sedikit tempat utk pejalan kaki",4
"Barang cukup lengkap, namun terkadang karyawan ketika cari stok langsung jawabnya kosong tanpa cek di gudang",4
"Bagus, lengkap dll tp sy datang cmn siang2 klu sore sampai malam rada2 deg-degan habis ramai (takut covid atau parno aj yah ğŸ˜)",5
"Slalu ramai pengunjung,dan yg pasti semua yg di cari slalu tersedia dgn harga yg terjangkau.",5
"Suka, Lengkap, harganya Bersaing, TDK heran selalu rame tapi panasssssss gaisss, Asli panas, Lagi Hujan deras pun tetap panas",5
"Lokasi sangat strategi di pinggir jalan utama Kota Makassar. Lahan parkir untuk motor dan mobil sangat luas. Toko sangat besar, dg jumlah pelayan yg sangat banyak shg mudah utk mendapatkan barang kita inginkan. Semua jenis dan variasi alat tulis kantor dan keperluan sekolah lengkap tersedia. Harga sangat terjangkau. Tiap hari selalu ramai pengunjung yg membuat jalan raya menjadi macet. Jika ingin berbelanja dg santai, berbelanja lah pada pagi hari sebelum jam 8 pagi.",4
"Tempat belanja alat tulis dari jaman sekolah sampai udah nikah, sangat lengkap dan ramai tentunya, mungkin kalau bisa sirkulasi udaranya lebih diperbaiki ajah, soalnya didalam panas sekali ğŸ˜…ğŸ˜… keliling satu tempat sudah seperti olahraga, keringat bercucuran hiks ğŸ¥º",5
Toko alat tulis yang paling lengkap semakassar. Menyediakan berbagai kebutihan peralatan sekolah kantor dll. Karyawan yang melanipun ramah dan sangat membantu kostumer saat mencari barang. Terdapat pula alat otomatia pengecek harga.,4
"barang"" yg saya butuhkan tersedia dsini, dan harganya lebih murah dibandingkn dengan toko"" lainnya.",4
"Menyediakan perlengkapan alat tulis yang lengkap dengan beraneka ragam warna dengan jumlah yang banyak. Tapi tempatnya sumpek, padat pengujung, panas. Kalau mau mencari tempat seperti ini tapi tidak sumpek dan tidak panas, silahkan mengunjungi DIY di mall panakukang.",3
"Bagi Teman-teman yang mencari swalayan untuk ATK bisa kesini. Yang pengen belanja grosiran apalagi.

Tempatnya luas, stok nya lengkap dan harganya relatif murah.

Rekomended lah",5
"Tempat belanja favorit untuk keperluan ATK, murah berkualitas. Walaupun tempat parkirnya luas namun kendaraan selalu meluber ke pinggir jalan. Pengunjung sangat ramai.

Hanya saja di dalam sangat pengap dan panas, karena hanya menggunakan kipas angin. Bagusnya tempat seperti ini sudah menggunakan AC apalagi pengunjung sangat ramai.

Kasirnya banyak, tapi sayang kurang ramah, kadang menyerahkan uang kembalian tanpa memandang pembeli. Harus diperbaiki layanan kasirnya",3
"Alat tulis & perlengkapan sekolah cukup lengkap. Tapi toko sangat sempit krn tidak sesuai dgn banyaknya jenis & jumlah barang, terlebih jika customer mulai ramai, toko sangat sesak, penuh, panas. Display berantakan karena sempit. Berbelanja di Toko Agung butuh kekuatan dan kesabaran extra. Semoga kedepannya bisa menjadi toko yang lebih nyaman..",3
"Pilihan produk lebih banyak, harga kompetitif, parkiran luas, pengunjung selalu padat, baiknya diberi air conditioner di titik tertentu.",5
Dari luar ramee banget. Tukang parkirnya banyak. Pas di depan Mall Ratu Indah,3
"toko perlengkapan ATK dan kebutuhan rumah tangga yg terlengkap di makassar adalah di sini di toko Agung, semua ada disini, harga juga sangat terjangkau... lokasi parkiran juga luas,  berada tepat di depan Mall MARI,",5
"Bila anda mencari peralatan tulis menulis yang lengkap dengan harga grosir di Makassar,maka Toko New Agung bisa jadi pilihan. Prokes tetap berlaku di toko ini selama masa pandemi.",5
"Toko aneka macam kebutuhan alat tulis, rumah tangga dan lain lain. Saran selama masa pandemi, sebaiknya datang agak pagi jam 6.30 lokasi masih sepi. Kakau harga tidak perlu diragukan, MURAH dan kualitas bagus.",5
